unnamed:_0,house_number,street,first_name,surname,age,relationship_to_head_of_house,marital_status,gender,occupation,infirmity,religion
821,37,Wakefieldbait Avenue,Suzanne,Lynch,60.0,Head,Single,Female,Health service manager,None,Christian
822,37,Wakefieldbait Avenue,Alan,Lewis,62.0,Partner,Single,Male,Race relations officer,None,Christian
823,38,Wakefieldbait Avenue,Claire,Cooper,33.0,Head,Single,Female,Brewing technologist,None,Not Stated
824,38,Wakefieldbait Avenue,Adam,Powell,35.0,Unknown,Single,Male,Claims inspector/assessor,None,Christian
825,38,Wakefieldbait Avenue,Susan,Russell,35.0,Unknown,Single,Female,Dance movement psychotherapist,None,Not Stated
826,39,Wakefieldbait Avenue,Joshua,Humphries,65.0,Head,Divorced,Male,Oncologist,None,Not Stated
827,39,Wakefieldbait Avenue,Leigh,Sykes,15.0,Grandson,N/A,Male,Student,None,Not Stated
828,40,Wakefieldbait Avenue,Marie,Bevan,30.0,Head,Single,Female,Unemployed,None,Methodist
829,40,Wakefieldbait Avenue,Ricky,Sanders,33.0,Lodger,Divorced,Male,"Editor, commissioning",None,Not Stated
830,40,Wakefieldbait Avenue,Joanne,Pearson,42.0,Lodger,Single,Female,Gaffer,None,Not Stated
831,41,Wakefieldbait Avenue,Vanessa,Wheeler,60.0,Head,Married,Female,Magazine journalist,None,Christian
832,41,Wakefieldbait Avenue,Phillip,Wheeler,62.0,Husband,Married,Male,Dispensing optician,None,Christian
833,41,Wakefieldbait Avenue,Brian,Moran-Wheeler,28.0,Son,Single,Male,Art gallery manager,None,Not Stated
834,41,Wakefieldbait Avenue,Carly,Moran-Wheeler,22.0,Daughter,Divorced,Female,University Student,None,Christian
835,41,Wakefieldbait Avenue,Sian,Moran-Wheeler,6.0,Daughter,N/A,Female,Student,None,Not Stated
836,42,Wakefieldbait Avenue,Lee,Johnson,37.0,Head,Single,Male,Advertising account executive,None,Catholic
837,42,Wakefieldbait Avenue,Jenna,Taylor,35.0,Partner,Single,Female,Optometrist,None,Not Stated
838,42,Wakefieldbait Avenue,Jamie,Johnson,1.0,Son,N/A,Male,Student,None,Not Stated
839,42,Wakefieldbait Avenue,Joanna,Johnson,0.0,Daughter,N/A,Female,Student,None,Not Stated
840,43,Wakefieldbait Avenue,Tom,Morrison,77.0,Head,Married,Male,Retired Town planner,None,Christian
841,43,Wakefieldbait Avenue,Carole,Morrison,74.0,Wife,Married,Female,"Retired Production assistant, radio",None,Christian
842,43,Wakefieldbait Avenue,Rachel,Taylor,5.0,Granddaughter,N/A,Female,Student,None,Not Stated
843,44,Wakefieldbait Avenue,Amy,Hunt,45.0,Head,Married,Female,Printmaker,None,Methodist
844,44,Wakefieldbait Avenue,Mark,Hunt,49.0,Husband,Married,Male,"Surveyor, building",None,Methodist
845,44,Wakefieldbait Avenue,Emily,Hunt,15.0,Daughter,N/A,Female,Student,None,Not Stated
846,45,Wakefieldbait Avenue,Janet,Holland,53.0,Head,Divorced,Female,Unemployed,None,Not Stated
847,45,Wakefieldbait Avenue,Gareth,Holland,13.0,Son,N/A,Male,Student,None,Not Stated
848,45,Wakefieldbait Avenue,Kate,Holland,10.0,Daughter,N/A,Female,Student,None,Not Stated
849,45,Wakefieldbait Avenue,Mathew,Holland,9.0,Son,N/A,Male,Student,None,Not Stated
850,46,Wakefieldbait Avenue,Louise,Shaw,33.0,Head,Single,Female,"Psychologist, educational",None,Not Stated
851,46,Wakefieldbait Avenue,Gavin,Miles,35.0,Partner,Single,Male,Unemployed,None,Not Stated
852,46,Wakefieldbait Avenue,Jack,Shaw,1.0,Son,N/A,Male,Student,None,Not Stated
853,47,Wakefieldbait Avenue,Brenda,Patel,82.0,Head,Widowed,Female,"Retired Editor, commissioning",None,Not Stated
854,47,Wakefieldbait Avenue,Max,Patel,42.0,Son,Single,Male,Lobbyist,None,Not Stated
855,47,Wakefieldbait Avenue,Carol,Patel,39.0,Daughter,Single,Female,"Producer, radio",None,Not Stated
856,47,Wakefieldbait Avenue,Stuart,Patel,38.0,Son,Single,Male,"Education officer, environmental",None,Not Stated
857,48,Wakefieldbait Avenue,Jayne,Hicks,63.0,Head,Single,Female,Unemployed,None,Methodist
858,48,Wakefieldbait Avenue,Kimberley,Howarth,35.0,Unknown,Single,Female,Hospital doctor,None,Christian
859,48,Wakefieldbait Avenue,Charlotte,Gibson,35.0,Unknown,Single,Female,"Engineer, technical sales",None,Christian
860,48,Wakefieldbait Avenue,Harriet,Graham,35.0,Unknown,Single,Female,"Scientist, research (life sciences)",None,Not Stated
861,48,Wakefieldbait Avenue,Jenna,Herbert,35.0,Unknown,Single,Female,Dealer,None,Not Stated
862,48,Wakefieldbait Avenue,Janet,Bradley,35.0,Unknown,Divorced,Female,Bonds trader,None,Christian
863,48,Wakefieldbait Avenue,Louis,Williams,35.0,Unknown,Single,Male,Senior tax professional/tax inspector,None,Christian
864,49,Wakefieldbait Avenue,Amanda,Gordon,41.0,Head,Married,Female,Unemployed,None,Not Stated
865,49,Wakefieldbait Avenue,Mohammad,Gordon,43.0,Husband,Married,Male,Technical brewer,None,Not Stated
866,49,Wakefieldbait Avenue,Elliott,Gordon,2.0,Son,N/A,Male,Student,None,Not Stated
867,49,Wakefieldbait Avenue,Jordan,Gordon,0.0,Son,N/A,Male,Student,None,Not Stated
868,49,Wakefieldbait Avenue,Hugh,Robinson,36.0,Sibling,Divorced,Male,Food technologist,None,Catholic
869,50,Wakefieldbait Avenue,Wayne,Anderson,19.0,Head,Single,Male,University Student,None,Not Stated
870,50,Wakefieldbait Avenue,Katherine,Brennan,35.0,Unknown,Single,Female,University Student,None,Catholic
871,50,Wakefieldbait Avenue,Wayne,Hall,35.0,Unknown,Single,Male,University Student,None,Christian
872,50,Wakefieldbait Avenue,Leonard,Clarke,35.0,Unknown,Single,Male,University Student,None,Not Stated
873,51,Wakefieldbait Avenue,Joanne,Wilson,45.0,Head,Married,Female,Osteopath,None,Christian
874,51,Wakefieldbait Avenue,Mohammad,Wilson,48.0,Husband,Married,Male,Chartered certified accountant,None,Christian
875,51,Wakefieldbait Avenue,Donna,Wilson,8.0,Daughter,N/A,Female,Student,None,Not Stated
876,52,Wakefieldbait Avenue,Pamela,Smith,45.0,Head,Married,Female,Town planner,None,Catholic
877,52,Wakefieldbait Avenue,Barry,Smith,44.0,Husband,Married,Male,Chartered public finance accountant,None,Not Stated
878,52,Wakefieldbait Avenue,Shane,Smith,18.0,Son,Single,Male,Student,None,Not Stated
879,52,Wakefieldbait Avenue,Margaret,Smith,16.0,Daughter,N/A,Female,Student,None,Not Stated
880,52,Wakefieldbait Avenue,Rachael,Smith,11.0,Daughter,N/A,Female,Student,None,Not Stated
881,52,Wakefieldbait Avenue,Jordan,Smith,9.0,Son,N/A,Male,Student,None,Not Stated
882,53,Wakefieldbait Avenue,Bethan,Lane,59.0,Head,Married,Female,Academic librarian,None,Methodist
883,53,Wakefieldbait Avenue,George,Lane,65.0,Husband,Married,Male,Music tutor,None,Methodist
884,53,Wakefieldbait Avenue,Lorraine,Lane,23.0,Daughter,Single,Female,Furniture conservator/restorer,None,Not Stated
885,53,Wakefieldbait Avenue,Dennis,Lane,23.0,Son,Single,Male,"Exhibitions officer, museum/gallery",None,Methodist
886,53,Wakefieldbait Avenue,Keith,Lane,23.0,Son,Single,Male,Editorial assistant,None,Methodist
887,54,Wakefieldbait Avenue,Jordan,Barry,55.0,Head,Single,Male,Forensic psychologist,None,Methodist
888,54,Wakefieldbait Avenue,Lydia,Kaur,35.0,Unknown,Single,Female,Energy engineer,None,Not Stated
889,54,Wakefieldbait Avenue,Jay,Thomas,35.0,Unknown,Single,Male,University Student,None,Christian
890,55,Wakefieldbait Avenue,Abigail,Johnson,77.0,Head,Widowed,Female,Unemployed,None,Methodist
891,55,Wakefieldbait Avenue,Douglas,Johnson,45.0,Son,Divorced,Male,Fisheries officer,None,Methodist
892,56,Wakefieldbait Avenue,Carol,Smith,44.0,Head,Divorced,Female,Paramedic,None,Not Stated
893,56,Wakefieldbait Avenue,Dean,Smith,1.0,Son,N/A,Male,Student,None,Not Stated
894,56,Wakefieldbait Avenue,Jill,Smith,0.0,Daughter,N/A,Female,Student,None,Not Stated
895,57,Wakefieldbait Avenue,Annette,Bailey,28.0,Head,Widowed,Female,Structural engineer,None,Not Stated
896,57,Wakefieldbait Avenue,Charles,Bailey,7.0,Son,N/A,Male,Student,None,Not Stated
897,57,Wakefieldbait Avenue,Glen,Bailey,4.0,Son,N/A,Male,Student,None,Not Stated
898,58,Wakefieldbait Avenue,Russell,Thompson,52.0,Head,Single,Male,"Engineer, agricultural",None,Christian
899,58,Wakefieldbait Avenue,Lindsey,Hughes,45.0,Partner,Single,Female,"Horticulturist, amenity",None,Christian
900,1,Wales Center,Maureen,O'Brien,66.0,Head,Widowed,Female,"Psychotherapist, child",None,Not Stated
901,2,Wales Center,Kim,Taylor,83.0,Head,Widowed,Female,Retired Academic librarian,None,Methodist
902,2,Wales Center,Jonathan,McLean,27.0,Grandson,Single,Male,Brewing technologist,None,Methodist
903,2,Wales Center,Jenna,Ellis,24.0,Granddaughter,Single,Female,Retail manager,None,Methodist
904,3,Wales Center,Declan,Allen,17.0,Head,N/A,Male,Unemployed,None,Not Stated
905,3,Wales Center,Jennifer,Allen,0.0,Daughter,N/A,Female,Student,None,Not Stated
906,4,Wales Center,Gregory,Price,22.0,Head,Single,Male,University Student,None,Catholic
907,5,Wales Center,Samuel,Taylor,52.0,Head,Single,Male,Audiological scientist,None,Not Stated
908,6,Wales Center,Brett,Walsh,65.0,Head,Divorced,Male,Occupational psychologist,None,Not Stated
909,7,Wales Center,Zoe,Bradley,43.0,Head,Single,Female,Media buyer,None,Not Stated
910,7,Wales Center,Gary,Bradley,6.0,Step-Son,N/A,Male,Student,None,Not Stated
911,8,Wales Center,Joanne,Buckley,44.0,Head,Single,Female,Research scientist (physical sciences),None,Methodist
912,9,Wales Center,Gareth,Smith,66.0,Head,Widowed,Male,Unemployed,None,Christian
913,10,Wales Center,Christine,Smith,89.0,Head,Divorced,Female,Retired Armed forces training and education officer,None,Methodist
914,11,Wales Center,Aaron,Moore,69.0,Head,Widowed,Male,"Retired Designer, textile",None,Not Stated
915,12,Wales Center,Tracey,Hilton,59.0,Head,Divorced,Female,"Designer, ceramics/pottery",None,Catholic
916,13,Wales Center,Gavin,Sanders,71.0,Head,Widowed,Male,Retired Diagnostic radiographer,None,Christian
917,14,Wales Center,George,Curtis,45.0,Head,Single,Male,Environmental consultant,None,Methodist
918,15,Wales Center,Janet,Pearce,77.0,Head,Widowed,Female,Retired Bonds trader,None,Not Stated
919,16,Wales Center,Mark,Parsons,30.0,Head,Married,Male,Youth worker,None,Christian
920,16,Wales Center,Amy,Parsons,26.0,Wife,Married,Female,Facilities manager,None,Not Stated
921,17,Wales Center,Deborah,Barker,63.0,Head,Single,Female,Radiation protection practitioner,None,Christian
922,1,Wright Forest,Joyce,Duncan,51.0,Head,Single,Female,Clinical molecular geneticist,Disabled,Not Stated
923,2,Wright Forest,Nathan,Carter,36.0,Head,Single,Male,Gaffer,None,Not Stated
924,2,Wright Forest,Richard,Carter,15.0,Son,N/A,Male,Student,None,Not Stated
925,3,Wright Forest,Kim,Smith,40.0,Head,Married,Female,Dealer,None,Not Stated
926,3,Wright Forest,Mohammad,Smith,38.0,Husband,Married,Male,"Development worker, international aid",None,Not Stated
927,4,Wright Forest,Joanna,Roberts,24.0,Head,Single,Female,Legal secretary,None,Not Stated
928,5,Wright Forest,Annette,Kirby,36.0,Head,Single,Female,"Scientist, marine",None,Christian
929,5,Wright Forest,Denis,Ingram,37.0,Partner,Single,Male,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
930,6,Wright Forest,Nicola,Smith,21.0,Head,Divorced,Female,University Student,None,Not Stated
931,7,Wright Forest,Sara,Cunningham,23.0,Head,Divorced,Female,"Conservator, museum/gallery",None,Not Stated
932,8,Wright Forest,Frederick,Godfrey,65.0,Head,Widowed,Male,Careers adviser,None,Christian
933,9,Wright Forest,Maurice,Lawrence,57.0,Head,Single,Male,Tax adviser,None,Christian
934,10,Wright Forest,Georgina,Ellis,79.0,Head,Married,Female,"Retired Surveyor, planning and development",None,Christian
935,10,Wright Forest,James,Ellis,87.0,Husband,Married,Male,Retired Operational investment banker,None,Not Stated
936,11,Wright Forest,June,Adams,64.0,Head,Single,Female,Chief Executive Officer,None,Christian
937,12,Wright Forest,Rhys,Moran,46.0,Head,Married,Male,Psychotherapist,None,Not Stated
938,12,Wright Forest,Judith,Moran,48.0,Wife,Married,Female,Unemployed,None,Not Stated
939,1,Belle Lane,Alice,Gregory,31.0,Head,Single,Female,Theatre director,None,Catholic
940,1,Belle Lane,Jacob,Wilkinson,34.0,Partner,Single,Male,Medical physicist,None,Catholic
941,1,Belle Lane,Jacqueline,Smith,1.0,Daughter,N/A,Female,Student,None,Not Stated
942,2,Belle Lane,Natasha,Morgan,33.0,Head,Single,Female,Research scientist (medical),None,Methodist
943,2,Belle Lane,Phillip,Butler,39.0,Partner,Single,Male,Patent examiner,None,Methodist
944,2,Belle Lane,Natasha,O'Neill,48.0,Lodger,Single,Female,Control and instrumentation engineer,None,Christian
945,3,Belle Lane,Lynda,Taylor,46.0,Head,Single,Female,Unemployed,None,Christian
946,3,Belle Lane,Mitchell,Taylor,9.0,Son,N/A,Male,Student,None,Not Stated
947,3,Belle Lane,Jayne,Taylor,7.0,Daughter,N/A,Female,Student,None,Not Stated
948,3,Belle Lane,Abigail,Howard-Taylor,4.0,Daughter,N/A,Female,Student,None,Not Stated
949,3,Belle Lane,Albert,Howard-Taylor,3.0,Son,N/A,Male,Student,None,Not Stated
950,4,Belle Lane,Ellie,Hill,38.0,Head,Married,Female,Medical secretary,None,Christian
951,4,Belle Lane,Robert,Hill,38.0,Husband,Married,Male,"Engineer, aeronautical",None,Christian
952,4,Belle Lane,Fiona,Hill,12.0,Daughter,N/A,Female,Student,None,Not Stated
953,5,Belle Lane,Linda,Ryan-Kerr,68.0,Head,Widowed,Female,Unemployed,None,Methodist
954,5,Belle Lane,Joan,Ryan-Kerr,33.0,Daughter,Single,Female,Unemployed,None,Not Stated
955,5,Belle Lane,Lucy,Ryan-Kerr,32.0,Daughter,Divorced,Female,"Surveyor, insurance",None,Methodist
956,6,Belle Lane,Karen,Johnson,52.0,Head,Married,Female,"Therapist, occupational",None,Christian
957,6,Belle Lane,Reece,Johnson,54.0,Husband,Married,Male,Occupational therapist,None,Christian
958,6,Belle Lane,Emily,Johnson,22.0,Daughter,Single,Female,University Student,None,Christian
959,7,Belle Lane,Jane,Hall,49.0,Head,Married,Female,Rural practice surveyor,None,Not Stated
960,7,Belle Lane,Richard,Hall,55.0,Husband,Married,Male,Set designer,None,Not Stated
961,7,Belle Lane,Anthony,Hall,12.0,Son,N/A,Male,Student,Disabled,Not Stated
962,7,Belle Lane,Howard,Hall,11.0,Son,N/A,Male,Student,None,Not Stated
963,8,Belle Lane,Derek,Poole,21.0,Head,Married,Male,University Student,None,Not Stated
964,8,Belle Lane,Ashleigh,Poole,19.0,Wife,Married,Female,University Student,None,Not Stated
965,9,Belle Lane,Karen,Davies,76.0,Head,Married,Female,Retired Sales promotion account executive,None,Not Stated
966,9,Belle Lane,Brian,Davies,78.0,Husband,Married,Male,"Retired Scientist, research (maths)",None,Not Stated
967,9,Belle Lane,Howard,Davies,42.0,Son,Divorced,Male,Naval architect,None,Not Stated
968,9,Belle Lane,Allan,Davies,41.0,Son,Divorced,Male,"Therapist, horticultural",None,Not Stated
969,9,Belle Lane,Joel,Davies,37.0,Son,Single,Male,Music tutor,None,Not Stated
970,10,Belle Lane,Melissa,Green,38.0,Head,Married,Female,Advertising account executive,None,Methodist
971,10,Belle Lane,Garry,Green,44.0,Husband,Married,Male,"Engineer, aeronautical",None,Not Stated
972,10,Belle Lane,Samuel,Green,16.0,Son,N/A,Male,Student,None,Not Stated
973,11,Belle Lane,Arthur,Fisher,19.0,Head,Single,Male,University Student,None,Methodist
974,11,Belle Lane,Marilyn,Bowen,35.0,Unknown,Single,Female,Tax adviser,None,Methodist
975,11,Belle Lane,Diana,Russell,35.0,Unknown,Single,Female,"Journalist, newspaper",None,Muslim
976,12,Belle Lane,Georgia,Evans-Mason,29.0,Head,Married,Female,"Engineer, mining",None,Catholic
977,12,Belle Lane,Sean,Evans-Mason,31.0,Husband,Married,Male,Unemployed,None,Not Stated
978,12,Belle Lane,Marie,Evans-Mason,0.0,Daughter,N/A,Female,Student,None,Not Stated
979,12,Belle Lane,Hannah,Cook,52.0,Lodger,Single,Female,"Education officer, community",None,Methodist
980,13,Belle Lane,Jade,Johnson,54.0,Head,Single,Female,Legal secretary,None,Methodist
981,13,Belle Lane,Ann,Butler,35.0,Unknown,Single,Female,"Surveyor, hydrographic",None,Christian
982,13,Belle Lane,Robin,Roberts,35.0,Unknown,Single,Male,Multimedia specialist,None,Christian
983,13,Belle Lane,Dominic,Williams,35.0,Unknown,Single,Male,Unemployed,None,Christian
984,13,Belle Lane,Alan,Green,35.0,Unknown,Single,Male,Unemployed,None,Not Stated
985,14,Belle Lane,Aimee,Woodward,42.0,Head,Married,Female,Commercial horticulturist,None,Methodist
986,14,Belle Lane,Guy,Woodward,40.0,Husband,Married,Male,Production manager,None,Not Stated
987,14,Belle Lane,Danielle,Woodward,15.0,Daughter,N/A,Female,Student,None,Not Stated
988,15,Belle Lane,Sam,Parker,100.0,Head,Widowed,Male,Retired Lexicographer,None,Christian
989,16,Belle Lane,Carole,Bull,34.0,Head,Married,Female,Field trials officer,None,Not Stated
990,16,Belle Lane,Terry,Bull,35.0,Husband,Married,Male,Unemployed,None,Not Stated
991,16,Belle Lane,Sophie,Bull,9.0,Daughter,N/A,Female,Student,None,Not Stated
992,17,Belle Lane,Lynne,James,54.0,Head,Married,Female,Charity officer,None,Not Stated
993,17,Belle Lane,Jamie,James,56.0,Husband,Married,Male,Publishing rights manager,None,Not Stated
994,17,Belle Lane,Stanley,James,30.0,Son,Single,Male,"Development worker, international aid",None,Not Stated
995,18,Belle Lane,Carly,Edwards,55.0,Head,Single,Female,Unemployed,None,Methodist
996,18,Belle Lane,Ellie,Edwards,35.0,Unknown,Single,Female,Structural engineer,None,Christian
997,18,Belle Lane,Jodie,Taylor,35.0,Unknown,Single,Female,"Engineer, civil (consulting)",None,Catholic
998,18,Belle Lane,Richard,Taylor,35.0,Unknown,Single,Male,Operations geologist,None,Christian
999,19,Belle Lane,Elizabeth,King,44.0,Head,Married,Female,Landscape architect,None,Christian
1000,19,Belle Lane,Jake,King,49.0,Husband,Married,Male,Recruitment consultant,None,Christian
1001,19,Belle Lane,Joe,King,9.0,Son,N/A,Male,Student,None,Not Stated
1002,20,Belle Lane,Gillian,Griffiths,37.0,Head,Divorced,Female,Field trials officer,None,Catholic
1003,20,Belle Lane,Martin,Griffiths,4.0,Son,N/A,Male,Student,None,Not Stated
1004,20,Belle Lane,Jason,Mills,63.0,Sibling,Single,Male,Furniture conservator/restorer,None,Christian
1005,20,Belle Lane,Katherine,Williams,23.0,Lodger,Divorced,Female,Financial manager,None,Not Stated
1006,20,Belle Lane,Russell,McDonald,19.0,Cousin,Single,Male,University Student,None,Not Stated
1007,21,Belle Lane,Callum,Davies,30.0,Head,Single,Male,Commercial/residential surveyor,None,Methodist
1008,21,Belle Lane,Nicole,Wright,35.0,Unknown,Single,Female,University Student,None,Christian
1009,21,Belle Lane,Liam,Thompson,35.0,Unknown,Single,Male,Student,None,Not Stated
1010,21,Belle Lane,Charlotte,Carpenter,35.0,Unknown,Single,Female,Film/video editor,None,Christian
1011,22,Belle Lane,Molly,Perry,22.0,Head,Single,Female,University Student,None,Christian
1012,22,Belle Lane,Kenneth,Andrews,35.0,Unknown,Single,Male,University Student,None,Catholic
1013,22,Belle Lane,Sean,Begum,35.0,Unknown,Single,Male,University Student,None,Not Stated
1014,22,Belle Lane,Christine,Read,35.0,Unknown,Single,Female,PhD Student,None,Not Stated
1015,22,Belle Lane,Jill,Rhodes,35.0,Unknown,Single,Female,University Student,None,Christian
1016,23,Belle Lane,Lisa,Bates,31.0,Head,Married,Female,Podiatrist,None,Catholic
1017,23,Belle Lane,Mohammed,Bates,33.0,Husband,Married,Male,Transport planner,None,Not Stated
1018,23,Belle Lane,Danny,Bates,9.0,Adopted Son,N/A,Male,Student,None,Not Stated
1019,24,Belle Lane,Terence,Ross,45.0,Head,Married,Male,Unemployed,None,Christian
1020,24,Belle Lane,Natasha,Ross,46.0,Wife,Married,Female,Unemployed,None,Christian
1021,25,Belle Lane,Deborah,Lewis,34.0,Head,Married,Female,Town planner,None,Christian
1022,25,Belle Lane,Gregory,Lewis,36.0,Husband,Married,Male,Computer games developer,None,Christian
1023,25,Belle Lane,Heather,Johnston,36.0,Sibling,Divorced,Female,Hydrologist,None,Not Stated
1024,25,Belle Lane,June,Tomlinson,20.0,Lodger,Single,Female,University Student,None,Not Stated
